id,description,summary,category,urgency
REC0114,Le port Ethernet de mon ZBook négocie puis perd connexion après 5 minutes. Reconnexion automatique. Cycle répété. Câble et switch testés OK. Pilotes réseau réinstallés.,Ethernet connexion 5min puis perte reconnexion cycle câble switch OK.,Network,High
REC0115,Mon LaserJet Pro imprime avec traînées toner sur bord droit. Nettoyage chemin papier effectué. Tambour inspecté. Four de fusion nettoyé. Problème persiste. Appareil de 25 mois garantie expirée.,Traînées toner bord droit chemin nettoyé tambour inspecté four nettoyé.,Printer,Medium
REC0116,Mon OfficeJet Pro affiche erreur scanner même pour impression. Scanner non utilisé. Réinitialisation usine effectuée. Firmware réinstallé. Fonctions impression bloquées. Appareil de 11 mois.,Erreur scanner bloque impression scanner non utilisé reset usine firmware réinstallé.,Printer,Critical
REC0117,Le clavier de mon ProBook ne fonctionne pas au démarrage. Opérationnel après chargement Windows. Impossible accéder BIOS. Clavier USB externe fonctionne au démarrage. Garantie active.,Clavier inactif démarrage OK Windows BIOS inaccessible USB externe OK.,Hardware,High
REC0118,Mon imprimante Pavilion imprime étiquettes avec décalage. Feuilles A4 normales OK. Paramètres format étiquettes vérifiés. Différentes marques étiquettes testées. Appareil de 17 mois.,Étiquettes décalées A4 OK format vérifié marques testées.,Printer,Low
REC0119,Mon EliteBook émet sifflement aigu depuis haut-parleur gauche. Volume faible uniquement. Disparaît volume élevé. Pilotes audio réinstallés. Casque non affecté. Garantie active.,Sifflement HP gauche volume faible disparaît fort pilotes réinstallés casque OK.,Hardware,Medium
REC0120,Mon ZBook affiche message disque plein alors que 200GB libres. Vérification propriétés confirme espace libre. Nettoyage disque effectué. Fichiers temporaires supprimés. Problème persiste.,Message disque plein 200GB libres propriétés confirment nettoyage fait.,Software,Medium
REC0121,Mon imprimante LaserJet imprime pages test correctement mais documents vierges. File attente montre travaux. Différentes applications testées. Réinstallation pilote sans effet. Appareil de 16 mois.,Pages test OK documents vierges queue visible applications testées pilote réinstallé.,Printer,High
REC0122,Le trackpad de mon ProBook rejette gestes trois doigts. Deux doigts OK. Paramètres gestes vérifiés activés. Pilotes précision touchpad réinstallés. Problème depuis MAJ Windows.,Gestes trois doigts rejetés deux OK paramètres activés pilotes réinstallés post MAJ.,Hardware,Low
REC0123,Mon OfficeJet Pro imprime avec bruit métallique fort. Qualité impression non affectée. Bruit apparu progressivement. Inspection visuelle rien d'anormal. Appareil de 22 mois garantie expirée.,Bruit métallique fort qualité OK progressif inspection normale.,Printer,Medium
REC0124,Mon Pavilion ne reconnaît plus mot de passe Windows. Clavier testé OK. Mot de passe vérifié autre session. Réinitialisation mot de passe impossible. Compte Microsoft synchronisé.,Mot passe refusé clavier OK vérifié ailleurs reset impossible compte sync.,Software,High
REC0125,Mon imprimante EliteBook imprime enveloppes froissées. Documents normaux OK. Chemin enveloppes ajusté. Température four vérifiée. Différents types enveloppes testés. Appareil de 13 mois.,Enveloppes froissées documents OK chemin ajusté température vérifiée types testés.,Printer,Low
REC0126,Le WiFi de mon ZBook se déconnecte lors appels vidéo. Navigation web OK. Bande passante suffisante. QoS routeur configuré. Pilotes réseau et webcam à jour. Problème récurrent.,WiFi déconnexion appels vidéo web OK bande passante OK QoS configuré.,Network,High
REC0127,Mon LaserJet Pro imprime avec lignes blanches diagonales. Tambour remplacé sans amélioration. Toner secoué. Chemin papier nettoyé. Problème intermittent. Appareil de 28 mois garantie expirée.,Lignes blanches diagonales tambour neuf toner secoué intermittent.,Printer,Medium
REC0128,Mon ProBook affiche écran noir aléatoirement quelques secondes. Revient normal. Pilotes graphiques à jour. Température normale. Problème 3-4 fois par jour. Garantie active.,Écran noir aléatoire secondes revient pilotes à jour température OK 3-4/jour.,Hardware,High
REC0129,Mon imprimante OfficeJet refuse papier recyclé. Papier normal OK. Message erreur qualité papier. Paramètres type papier ajustés. Différentes marques recyclé testées. Appareil de 9 mois.,Papier recyclé refusé normal OK erreur qualité paramètres ajustés marques testées.,Printer,Low
REC0130,Le Bluetooth de mon EliteBook appaire mais ne connecte pas. Périphériques détectés. Code PIN accepté. Connexion échoue dernière étape. Différents périphériques testés. Drivers à jour.,Bluetooth appairage OK connexion échoue PIN accepté périphériques testés drivers à jour.,Network,Medium
REC0131,Mon ZBook affiche artefacts graphiques après 1 heure utilisation. Redémarrage résout temporairement. Température GPU élevée 85°C. Pâte thermique renouvelée. Problème persiste.,Artefacts après 1h redémarrage résout GPU 85°C pâte renouvelée.,Hardware,High
REC0132,Mon imprimante Pavilion imprime photos avec bandes horizontales claires. Espacement irrégulier. Têtes nettoyées multiples fois. Cartouches photo neuves. Mode photo qualité maximale. Appareil de 20 mois.,Photos bandes horizontales claires irrégulier têtes nettoyées cartouches neuves max qualité.,Printer,High
REC0133,Mon LaserJet Pro affiche erreur 49 aléatoirement. Redémarrage résout. Firmware à jour. Mémoire testée OK. Problème sans pattern identifiable. Appareil de 15 mois.,Erreur 49 aléatoire redémarrage résout firmware à jour mémoire OK sans pattern.,Printer,Medium
REC0134,Le lecteur d'empreintes de mon ProBook accepte toutes empreintes. Sécurité compromise. Suppression et réenregistrement sans effet. Windows Hello désactivé. Capteur nettoyé. Garantie active.,Lecteur empreintes accepte toutes sécurité compromise réenregistrement fait Hello off.,Hardware,Critical
REC0135,Mon OfficeJet Pro imprime avec couleurs ternes. Saturation faible. Paramètres couleur vérifiés. Profil couleur réinstallé. Cartouches couleur neuves. Mode vif activé. Appareil de 12 mois.,Couleurs ternes saturation faible paramètres vérifiés profil réinstallé cartouches neuves.,Printer,Medium
REC0136,Mon Pavilion ne détecte plus deuxième écran HDMI. Fonctionnait hier. Câble et écran testés autre PC OK. Port HDMI inspecté. Pilotes graphiques réinstallés.,Deuxième écran HDMI non détecté fonctionnait hier câble écran testés OK pilotes réinstallés.,Hardware,High
REC0137,Mon imprimante EliteBook bourre papier uniquement impression recto-verso. Simple face OK. Rouleaux duplex nettoyés. Capteurs vérifiés. Différents types papier testés. Appareil de 18 mois.,Bourrage recto-verso uniquement simple OK rouleaux duplex nettoyés capteurs vérifiés.,Printer,Medium
REC0138,Le touchscreen de mon ZBook répond avec délai 2 secondes. Calibration effectuée. Pilotes tactiles réinstallés. Souris et clavier réponse immédiate. Problème tactile uniquement. Garantie active.,Touchscreen délai 2s calibré pilotes réinstallés souris clavier OK tactile uniquement.,Hardware,Medium
REC0139,Mon LaserJet Pro imprime avec taches circulaires régulières. Espacement 8cm. Tambour marqué. Remplacement tambour nécessaire. Appareil de 30 mois garantie expirée.,Taches circulaires 8cm tambour marqué remplacement nécessaire.,Printer,High
REC0140,Mon ProBook charge batterie très lentement. 6 heures pour 100%. Chargeur d'origine. Testé autre chargeur même résultat. Batterie santé 92%. Problème apparu soudainement.,Charge lente 6h origine autre testé santé 92% soudain.,Hardware,Medium
REC0141,Mon imprimante OfficeJet imprime avec décalage horizontal. Texte commence 3cm trop à droite. Marges paramètres correctes. Alignement papier vérifié. Capteurs position nettoyés. Appareil de 14 mois.,Décalage horizontal 3cm droite marges correctes alignement vérifié capteurs nettoyés.,Printer,Medium
REC0142,Mon EliteBook affiche notification erreur TPM à chaque démarrage. Fonctionnement normal après. TPM effacé et réinitialisé. BIOS à jour. Problème cosmétique mais gênant.,Notification erreur TPM chaque démarrage fonctionne après TPM réinitialisé BIOS à jour.,Software,Low
REC0143,Mon ZBook ne sort plus de veille écran fermé. Bouton power nécessaire. Paramètres couvercle vérifiés. Capteur magnétique testé. Problème depuis MAJ pilote chipset.,Veille écran fermé bloquée power nécessaire paramètres vérifiés capteur testé post MAJ.,Hardware,Medium
REC0144,Mon imprimante Pavilion imprime QR codes déformés. Codes-barres linéaires OK. Résolution maximale. Différents générateurs QR testés. Impression PDF QR OK. Appareil de 16 mois.,QR déformés codes-barres OK résolution max générateurs testés PDF OK.,Printer,Medium
REC0145,Le port USB-C de mon ProBook transfère données lentement. Vitesse USB 2.0 au lieu 3.1. Câble USB-C 3.1 testé. Autres ports USB-C OK. Pilotes contrôleur à jour.,USB-C données lentes 2.0 au lieu 3.1 câble testé autres OK pilotes à jour.,Hardware,Medium
REC0146,Mon LaserJet Pro imprime avec fond gris par zones. Certaines zones blanches autres grises. Densité ajustée. Tambour nettoyé. Toner secoué. Problème aléatoire. Appareil de 24 mois.,Fond gris zones certaines blanches densité ajustée tambour nettoyé aléatoire.,Printer,Medium
REC0147,Mon OfficeJet Pro affiche erreur mémoire lors impression PDF volumineux. PDF moins 5MB OK. Mémoire imprimante 256MB. Compression PDF sans effet. Appareil de 21 mois garantie expirée.,Erreur mémoire PDF volumineux 5MB OK 256MB compression sans effet.,Printer,High
REC0148,Mon Pavilion émet bip continu au démarrage. Écran reste noir. Mémoire retirée et réinsérée. Testée autre slot. Diagnostic indique erreur carte graphique. Garantie active.,Bip continu écran noir mémoire réinsérée slot testé diagnostic graphique.,Hardware,Critical
REC0149,Mon imprimante EliteBook imprime étiquettes avec bulles d'air. Feuilles normales OK. Température four ajustée. Vitesse impression réduite. Différentes marques étiquettes testées. Appareil de 19 mois.,Étiquettes bulles air feuilles OK température ajustée vitesse réduite marques testées.,Printer,Low
REC0150,Le WiFi de mon ZBook fonctionne uniquement canal 6. Autres canaux déconnexion immédiate. Routeur configuré auto. Carte réseau compatible tous canaux. Drivers réinstallés.,WiFi canal 6 uniquement autres déconnexion routeur auto carte compatible drivers réinstallés.,Network,Medium
REC0151,Mon ProBook affiche écran bleu KERNEL_DATA_INPAGE_ERROR. Diagnostic disque aucune erreur. Mémoire testée OK. Problème aléatoire 1 fois par semaine. Logs Windows non concluants.,Écran bleu KERNEL_DATA_INPAGE disque OK mémoire OK 1/semaine logs non concluants.,Software,High
REC0152,Mon imprimante LaserJet imprime avec lignes verticales espacées 1cm. Tambour remplacé problème persiste. Toner neuf. Chemin papier inspecté. Appareil de 26 mois garantie expirée.,Lignes verticales 1cm tambour neuf toner neuf chemin inspecté.,Printer,High
REC0153,Mon OfficeJet Pro refuse papier cartonné. Grammage 200g/m². Spécifications indiquent support jusqu'à 220g/m². Paramètres type papier ajustés. Rouleaux nettoyés. Appareil de 10 mois.,Papier cartonné refusé 200g/m² specs 220g/m² paramètres ajustés rouleaux nettoyés.,Printer,Medium
REC0154,Le trackpad de mon EliteBook défile dans mauvaise direction. Paramètres défilement naturel vérifiés. Inversion sans effet. Pilotes Synaptics réinstallés. Souris externe direction correcte.,Trackpad défilement inversé paramètres vérifiés inversion sans effet pilotes réinstallés souris OK.,Hardware,Low
REC0155,Mon Pavilion ne démarre plus après installation RAM supplémentaire. RAM retirée démarrage OK. RAM testée autre PC fonctionne. Slot mémoire compatible. BIOS détecte RAM.,RAM supplémentaire empêche démarrage retirée OK testée ailleurs compatible BIOS détecte.,Hardware,Medium
REC0156,Mon imprimante ZBook imprime avec couleurs inversées. Rouge devient cyan. Profil couleur vérifié. Calibration effectuée. Cartouches couleur neuves. Test interne couleurs OK. Appareil de 15 mois.,Couleurs inversées rouge cyan profil vérifié calibration faite cartouches neuves test OK.,Printer,High
REC0157,Mon LaserJet Pro affiche erreur porte ouverte alors que fermée. Capteur porte nettoyé. Mécanisme fermeture vérifié. Porte fermée correctement. Impression bloquée. Appareil de 17 mois.,Erreur porte ouverte fermée capteur nettoyé mécanisme vérifié impression bloquée.,Printer,Critical
REC0158,Le ventilateur de mon ProBook tourne à vitesse maximale en permanence. Température CPU normale 45°C. Courbe ventilateur BIOS réinitialisée. Pâte thermique renouvelée. Problème persiste.,Ventilateur vitesse max permanent CPU 45°C courbe reset pâte renouvelée.,Hardware,High
REC0159,Mon OfficeJet Pro imprime première page rapidement puis ralentit. Pages suivantes 3x plus lentes. Mémoire suffisante. Spooler redémarré. Problème tous types documents. Appareil de 13 mois.,Première page rapide suivantes lentes 3x mémoire OK spooler redémarré tous types.,Printer,Medium
REC0160,Mon EliteBook ne charge plus batterie au-delà 80%. Mode conservation batterie désactivé. Seuil charge BIOS vérifié 100%. Batterie santé excellente. Problème depuis 1 semaine.,Charge plafonne 80% conservation off BIOS 100% santé excellente 1 semaine.,Hardware,Medium
REC0161,Mon imprimante Pavilion imprime avec traînées encre verticales. Têtes nettoyées 15 fois. Cartouches neuves. Éponges absorption saturées suspectées. Appareil de 32 mois garantie expirée.,Traînées encre verticales têtes nettoyées 15x cartouches neuves éponges suspectées.,Printer,High
REC0162,Le Bluetooth de mon ZBook connecte périphériques mais audio saccadé. Latence importante. Codec vérifié. Interférences WiFi éliminées. Pilotes Bluetooth réinstallés.,Bluetooth audio saccadé latence codec vérifié WiFi éliminé pilotes réinstallés.,Network,Medium
REC0163,Mon LaserJet Pro imprime pages avec plis. Papier correct utilisé. Rouleaux fusion nettoyés. Température four vérifiée. Chemin papier inspecté. Appareil de 23 mois.,Pages pliées papier correct rouleaux fusion nettoyés température vérifiée chemin inspecté.,Printer,Medium
REC0164,Mon ProBook affiche message erreur Smart Failure disque dur. Sauvegarde effectuée. SMART status critique. Remplacement disque urgent. Appareil de 20 mois garantie active.,Smart Failure disque sauvegarde faite status critique remplacement urgent.,Hardware,Critical
REC0165,Mon imprimante OfficeJet imprime avec bords déchiquetés. Lame coupe défectueuse. Documents non coupés proprement. Mécanisme coupe inspecté. Appareil de 25 mois garantie expirée.,Bords déchiquetés lame coupe défectueuse mécanisme inspecté.,Printer,Low
REC0166,Mon Pavilion perd connexion WiFi après mise en veille. Reconnexion manuelle nécessaire. Paramètres gestion alimentation WiFi vérifiés. Désactivation économie énergie sans effet.,WiFi perdu après veille reconnexion manuelle paramètres vérifiés économie off sans effet.,Network,Medium
REC0167,Mon imprimante EliteBook imprime codes-barres avec barres manquantes. Résolution maximale. Différents types codes testés. Impression PDF codes OK. Problème impression directe. Appareil de 14 mois.,Codes-barres barres manquantes résolution max types testés PDF OK direct problème.,Printer,High
REC0168,Le touchpad de mon ZBook clique difficilement coin inférieur gauche. Autres zones OK. Mécanisme clic inspecté. Calibration effectuée. Problème mécanique suspecté. Garantie active.,Touchpad clic difficile coin inférieur gauche autres OK mécanisme inspecté calibré.,Hardware,Low
REC0169,Mon LaserJet Pro imprime avec toner qui s'efface au toucher. Température four vérifiée. Toner HP original. Film fusion suspecté. Appareil de 28 mois garantie expirée.,Toner s'efface toucher température vérifiée original film fusion suspecté.,Printer,High
REC0170,Mon OfficeJet Pro affiche erreur cartouche vide alors que neuves installées. Contacts puce nettoyés. Cartouches retirées réinsérées. Compteur non réinitialisé. Appareil de 11 mois.,Erreur cartouche vide neuves installées contacts nettoyés réinsérées compteur non reset.,Printer,Medium
REC0171,Mon ProBook émet odeur plastique brûlé zone ventilateur. Utilisation arrêtée immédiatement. Inspection visuelle rien d'anormal. Température élevée avant arrêt. Garantie active.,Odeur plastique brûlé ventilateur arrêt immédiat inspection normale température élevée.,Hardware,Critical
REC0172,Mon imprimante Pavilion imprime photos avec lignes horizontales fines. Espacement 5mm. Têtes alignées. Cartouches photo neuves. Mode photo haute qualité. Appareil de 19 mois.,Photos lignes horizontales fines 5mm têtes alignées cartouches neuves haute qualité.,Printer,Medium
REC0173,Le WiFi de mon EliteBook se déconnecte toutes les heures exactement. Reconnexion automatique. Logs montrent pattern régulier. Routeur redémarré. Drivers à jour.,WiFi déconnexion toutes heures reconnexion auto logs pattern routeur redémarré drivers à jour.,Network,Medium
REC0174,Mon ZBook affiche écran bleu SYSTEM_SERVICE_EXCEPTION aléatoirement. Pilotes système vérifiés. Mémoire testée OK. Problème sans déclencheur identifiable. Logs analysés.,Écran bleu SYSTEM_SERVICE_EXCEPTION aléatoire pilotes vérifiés mémoire OK sans déclencheur.,Software,High
REC0175,Mon imprimante LaserJet imprime avec fond rose pâle. Densité ajustée. Tambour nettoyé. Toner magenta vérifié. Problème persiste. Appareil de 22 mois garantie expirée.,Fond rose pâle densité ajustée tambour nettoyé magenta vérifié.,Printer,Medium
REC0176,Mon OfficeJet Pro bourre papier systématiquement page 2 en recto-verso. Page 1 OK. Rouleaux duplex remplacés. Capteurs nettoyés. Problème persiste. Appareil de 16 mois.,Bourrage page 2 recto-verso page 1 OK rouleaux duplex neufs capteurs nettoyés.,Printer,High
REC0177,Le clavier de mon ProBook tape lettre 'e' double aléatoirement. Autres touches OK. Nettoyage effectué. Délai répétition vérifié. Clavier externe pas de problème.,Lettre e double aléatoire autres OK nettoyage fait délai vérifié externe OK.,Hardware,Low
REC0178,Mon Pavilion ne reconnaît plus licence Windows. Activation échouée erreur 0xC004F074. Clé produit vérifiée correcte. Connexion internet OK. Téléphone activation impossible.,Licence Windows non reconnue erreur 0xC004F074 clé correcte internet OK téléphone impossible.,Software,High
REC0179,Mon imprimante EliteBook imprime enveloppes avec adresse décalée. Documents normaux OK. Paramètres format enveloppe vérifiés. Guide ajusté. Différents formats testés. Appareil de 18 mois.,Enveloppes adresse décalée documents OK format vérifié guide ajusté formats testés.,Printer,Low
REC0180,Mon ZBook affiche artefacts graphiques uniquement sur écran externe. Écran intégré OK. Câble HDMI testé. Pilotes graphiques réinstallés. Différents écrans testés.,Artefacts écran externe uniquement intégré OK câble testé pilotes réinstallés écrans testés.,Hardware,Medium
REC0181,Mon LaserJet Pro imprime avec lignes blanches horizontales irrégulières. Tambour remplacé sans amélioration. Toner secoué. Chemin papier nettoyé. Appareil de 27 mois.,Lignes blanches horizontales irrégulières tambour neuf toner secoué chemin nettoyé.,Printer,High
REC0182,Le touchscreen de mon ProBook répond uniquement stylet. Doigt non détecté. Calibration effectuée. Pilotes tactiles réinstallés. Mode stylet et tactile activés.,Touchscreen stylet uniquement doigt non détecté calibré pilotes réinstallés modes activés.,Hardware,Medium
REC0183,Mon imprimante OfficeJet refuse papier format Legal. Letter et A4 OK. Paramètres bac configurés Legal. Guides ajustés. Capteur format vérifié. Appareil de 12 mois.,Papier Legal refusé Letter A4 OK paramètres Legal guides ajustés capteur vérifié.,Printer,Medium
REC0184,Mon EliteBook charge batterie puis décharge immédiatement. Cycle répété. Voyant charge clignote rapidement. Batterie et chargeur testés OK. Problème carte mère suspecté. Garantie active.,Charge puis décharge immédiate cycle voyant clignote batterie chargeur OK carte mère suspectée.,Hardware,Critical
REC0185,Mon Pavilion affiche notification Windows Update échec installation. Erreur 0x80070002. Espace disque suffisant. Services Windows Update redémarrés. Téléchargement manuel échoue.,Windows Update échec 0x80070002 espace OK services redémarrés manuel échoue.,Software,Medium
REC0186,Mon imprimante ZBook imprime avec couleurs saturées excessivement. Paramètres saturation vérifiés. Profil couleur standard. Calibration effectuée. Cartouches couleur neuves. Appareil de 15 mois.,Couleurs saturées excessivement paramètres vérifiés profil standard calibration cartouches neuves.,Printer,Low
REC0187,Le port USB-C de mon ProBook ne charge plus mais données OK. Testé plusieurs chargeurs USB-C. Autres ports USB-C chargent normalement. Pilotes contrôleur à jour.,USB-C charge non données OK chargeurs testés autres ports OK pilotes à jour.,Hardware,High
REC0188,Mon LaserJet Pro imprime pages avec zones blanches aléatoires. Toner secoué. Tambour nettoyé. Cartouche toner neuve. Problème intermittent. Appareil de 24 mois garantie expirée.,Zones blanches aléatoires toner secoué tambour nettoyé cartouche neuve intermittent.,Printer,Medium
REC0189,Mon OfficeJet Pro affiche erreur alignement impossible. Processus échoue à 50%. Capteurs alignement nettoyés. Papier correct utilisé. Réinitialisation sans effet. Appareil de 13 mois.,Erreur alignement impossible échoue 50% capteurs nettoyés papier correct reset sans effet.,Printer,High
REC0190,Mon ZBook ne détecte plus webcam intégrée. Gestionnaire périphériques ne liste pas. BIOS webcam activée. Pilotes réinstallés. Webcam USB externe fonctionne. Garantie active.,Webcam non détectée gestionnaire vide BIOS activée pilotes réinstallés USB externe OK.,Hardware,High
REC0191,Mon imprimante Pavilion imprime avec traînées horizontales espacées. Rouleaux entraînement nettoyés. Tambour inspecté. Vitesse impression réduite sans effet. Appareil de 21 mois.,Traînées horizontales espacées rouleaux nettoyés tambour inspecté vitesse réduite sans effet.,Printer,Medium
REC0192,Le Bluetooth de mon ProBook appaire mais perd connexion après 2 minutes. Reconnexion échoue. Périphérique doit être réappairé. Différents périphériques testés. Drivers à jour.,Bluetooth connexion 2min puis perte réappairage nécessaire périphériques testés drivers à jour.,Network,Medium
REC0193,Mon EliteBook affiche écran bleu PAGE_FAULT_IN_NONPAGED_AREA. Mémoire testée OK. Disque vérifié sans erreur. Problème aléatoire 2 fois par semaine. Pilotes système à jour.,Écran bleu PAGE_FAULT_IN_NONPAGED mémoire OK disque OK 2/semaine pilotes à jour.,Software,High
REC0194,Mon imprimante LaserJet imprime avec décalage couleur progressif. Début page OK fin décalée. Alignement couleur effectué. Tambour vérifié. Appareil de 26 mois garantie expirée.,Décalage couleur progressif début OK fin décalée alignement fait tambour vérifié.,Printer,High
REC0195,Mon OfficeJet Pro imprime étiquettes avec bulles sous plastique. Température four ajustée minimum. Vitesse réduite. Différentes marques testées. Appareil de 17 mois.,Étiquettes bulles plastique température min vitesse réduite marques testées.,Printer,Low
REC0196,Le trackpad de mon Pavilion ne détecte plus clic droit. Clic gauche OK. Zone clic droit testée. Paramètres souris vérifiés. Pilotes réinstallés. Souris externe OK.,Trackpad clic droit absent gauche OK zone testée paramètres vérifiés pilotes réinstallés.,Hardware,Low
REC0197,Mon ZBook charge batterie lentement uniquement sur secteur. Batterie se décharge utilisation normale. Chargeur testé OK. Batterie santé bonne. Problème carte mère suspecté.,Charge lente secteur uniquement décharge utilisation chargeur OK santé bonne carte mère suspectée.,Hardware,High
REC0198,Mon imprimante ProBook imprime avec fond jaune pâle. Densité ajustée. Tambour nettoyé. Toner jaune vérifié. Calibration couleur effectuée. Appareil de 19 mois.,Fond jaune pâle densité ajustée tambour nettoyé jaune vérifié calibration faite.,Printer,Medium
REC0199,Mon LaserJet Pro affiche erreur 13 bourrage papier zone fusion. Aucun papier trouvé. Capteurs fusion nettoyés. Four inspecté. Réinitialisation sans effet. Appareil de 23 mois.,Erreur 13 bourrage fusion aucun papier capteurs nettoyés four inspecté reset sans effet.,Printer,Critical
REC0200,Mon EliteBook ne sort plus de veille prolongée. Écran noir. Voyants éteints. Bouton power sans effet. Batterie retirée réinsérée nécessaire. Problème quotidien. Garantie active.,Veille prolongée bloquée écran noir voyants off power sans effet batterie retirée nécessaire.,Hardware,Critical
REC0201,Mon imprimante OfficeJet imprime photos avec bandes verticales claires irrégulières. Documents texte OK. Têtes nettoyées 20 fois. Cartouches photo neuves. Appareil de 22 mois garantie expirée.,Photos bandes verticales claires irrégulières texte OK têtes 20x cartouches neuves.,Printer,High
REC0202,Le WiFi de mon Pavilion fonctionne uniquement proche routeur 2 mètres. Signal faible au-delà. Antennes WiFi vérifiées. Autres appareils portée normale. Drivers réinstallés.,WiFi 2m max signal faible au-delà antennes vérifiées autres portée normale drivers réinstallés.,Network,High
REC0203,Mon ZBook affiche message erreur ventilateur système 90D. Ventilateur système tourne normalement. Température CPU normale. BIOS à jour. Message à chaque démarrage.,Erreur ventilateur 90D tourne normalement température OK BIOS à jour chaque démarrage.,Hardware,Low
REC0204,Mon imprimante LaserJet imprime avec traînées toner diagonales. Tambour remplacé problème persiste. Toner neuf. Chemin papier nettoyé. Four fusion inspecté. Appareil de 29 mois.,Traînées toner diagonales tambour neuf toner neuf chemin nettoyé four inspecté.,Printer,High
REC0205,Mon ProBook ne reconnaît plus disque SSD au démarrage. Message no boot device. BIOS détecte SSD. Ordre boot vérifié. Câble SATA réinséré. Problème intermittent.,SSD non reconnu démarrage no boot BIOS détecte ordre vérifié câble réinséré intermittent.,Hardware,Critical
REC0206,Mon imprimante OfficeJet refuse papier glacé. Papier normal OK. Paramètres type papier configurés glacé. Rouleaux nettoyés. Différentes marques glacé testées. Appareil de 14 mois.,Papier glacé refusé normal OK paramètres glacé rouleaux nettoyés marques testées.,Printer,Medium
REC0207,Le clavier rétroéclairé de mon EliteBook s'éteint après 10 secondes. Paramètres délai vérifiés infini. BIOS rétroéclairage activé. Pilotes clavier réinstallés. Problème persiste.,Rétroéclairage éteint 10s paramètres infini BIOS activé pilotes réinstallés.,Hardware,Low
REC0208,Mon Pavilion affiche écran bleu CRITICAL_PROCESS_DIED au démarrage. Mode sans échec accessible. Restauration système échoue. Réparation démarrage sans effet. Réinstallation Windows envisagée.,Écran bleu CRITICAL_PROCESS_DIED sans échec OK restauration échoue réparation sans effet.,Software,Critical
REC0209,Mon imprimante ZBook imprime avec couleurs décalées verticalement. Rouge 1mm bas cyan 1mm haut. Alignement couleur effectué 10 fois. Tambour vérifié. Appareil de 16 mois.,Couleurs décalées verticalement rouge bas cyan haut alignement 10x tambour vérifié.,Printer,High
REC0210,Mon LaserJet Pro affiche erreur mémoire insuffisante impression 1 page. Mémoire 512MB. Document simple texte. Réinitialisation mémoire sans effet. Appareil de 20 mois.,Erreur mémoire 1 page 512MB texte simple reset mémoire sans effet.,Printer,High
REC0211,Le touchpad de mon ProBook défile trop rapidement. Paramètres vitesse défilement minimum. Pilotes Synaptics réinstallés. Souris externe vitesse normale. Problème touchpad uniquement.,Touchpad défilement rapide paramètres min pilotes réinstallés souris normale touchpad uniquement.,Hardware,Low
REC0212,Mon OfficeJet Pro imprime première ligne double. Reste document OK. Problème toutes pages. Alignement effectué. Rouleaux nettoyés. Appareil de 18 mois.,Première ligne double reste OK toutes pages alignement fait rouleaux nettoyés.,Printer,Medium
REC0213,Mon EliteBook ne charge plus batterie. Voyant charge absent. Branché secteur fonctionne. Batterie détectée BIOS. Chargeur testé OK. Connecteur charge inspecté. Garantie active.,Batterie non chargée voyant absent secteur OK BIOS détecte chargeur OK connecteur inspecté.,Hardware,Critical
REC0214,Mon imprimante Pavilion imprime avec lignes verticales colorées aléatoires. Têtes nettoyées multiples fois. Cartouches couleur neuves. Problème intermittent. Appareil de 24 mois garantie expirée.,Lignes verticales colorées aléatoires têtes nettoyées cartouches neuves intermittent.,Printer,Medium
REC0215,Le WiFi de mon ZBook se déconnecte lors téléchargements volumineux. Fichiers 1GB+. Navigation web OK. Pilotes réseau à jour. QoS routeur désactivé. Problème récurrent.,WiFi déconnexion téléchargements 1GB+ web OK pilotes à jour QoS off récurrent.,Network,High
REC0216,Mon LaserJet Pro imprime pages avec taches noires irrégulières. Tambour nettoyé. Toner secoué. Chemin papier inspecté. Problème aléatoire 1 page sur 10. Appareil de 25 mois.,Taches noires irrégulières tambour nettoyé toner secoué aléatoire 1/10.,Printer,Medium
REC0217,Mon ProBook affiche écran bleu DRIVER_IRQL_NOT_LESS_OR_EQUAL. Pilote réseau suspecté. Réinstallation pilote sans effet. Carte réseau désactivée pas d'écran bleu. Problème confirmé réseau.,Écran bleu DRIVER_IRQL pilote réseau suspecté réinstallé sans effet désactivée OK confirmé réseau.,Software,High
REC0218,Mon imprimante OfficeJet imprime enveloppes froissées coin supérieur droit. Reste enveloppe OK. Guide ajusté. Température four vérifiée. Différents types testés. Appareil de 15 mois.,Enveloppes froissées coin supérieur droit reste OK guide ajusté température vérifiée types testés.,Printer,Low
REC0219,Le lecteur de carte SD de mon Pavilion lit cartes lentement. Vitesse USB 2.0 au lieu UHS-I. Cartes testées OK autre lecteur. Pilotes à jour. Problème vitesse uniquement.,Lecteur SD lent 2.0 au lieu UHS-I cartes testées OK pilotes à jour vitesse uniquement.,Hardware,Low
REC0220,Mon EliteBook émet bruit clic disque dur. Sauvegarde effectuée immédiatement. SMART status warning. Secteurs défectueux détectés. Remplacement urgent. Appareil de 22 mois garantie active.,Bruit clic disque sauvegarde faite SMART warning secteurs défectueux remplacement urgent.,Hardware,Critical
REC0221,Mon imprimante ZBook imprime avec fond vert pâle. Densité ajustée. Tambour nettoyé. Toner cyan vérifié. Calibration couleur effectuée. Appareil de 17 mois.,Fond vert pâle densité ajustée tambour nettoyé cyan vérifié calibration faite.,Printer,Medium
